id,name,agency,solicitation_number,outcome,docket_url,filed_date,due_date,date_decided,case_type,gao_attorney
2091,"Agate Construction Company, Inc.","Department of the Army : Corps of Engineers",W912BU-14-B-0004,Withdrawn,http://gao.gov/docket/B-411091.1,"Feb 3, 2015","May 14, 2015","Mar 17, 2015","Bid Protest","Young S. Lee"
2092,"PROAIM Americas, LLC","Department of Veterans Affairs",VA263-15-Q-0224,Dismissed,http://gao.gov/docket/B-411092.1,"Feb 3, 2015","May 14, 2015","Feb 11, 2015","Bid Protest","Stephanie B. Magnell"
2093,"JRS Staffing Services","Department of Justice : Bureau of Prisons",RFQP01011400015,Denied,http://gao.gov/docket/B-410708.3,"Feb 2, 2015","May 13, 2015","Nov 9, 2015","Bid Protest: Entitlement","Young S. Lee"
2094,"DynCorp International LLC","Department of State",SAQMMA13R0132,Sustained,http://gao.gov/docket/B-409874.2,"Feb 2, 2015","May 13, 2015","May 13, 2015","Bid Protest","Glenn G. Wolcott"
2095,"Victory Procurement Services LLC","Department of the Navy : Naval Air Systems Command",N68936-14-R-0142,Denied,http://gao.gov/docket/B-411089.1,"Feb 2, 2015","May 13, 2015","May 12, 2015","Bid Protest","Robert T. Wu"
2096,"Canadian Commercial Corporation","Department of the Army : U.S. Army Materiel Command",W15QKN-15-R-0019,Dismissed,http://gao.gov/docket/B-411090.1,"Feb 2, 2015","May 13, 2015","May 1, 2015","Bid Protest","Heather Weiner"
2097,"Technical Professional Services, Inc.","Department of Veterans Affairs","",Denied,http://gao.gov/docket/B-410640.2,"Jan 30, 2015","May 11, 2015","Jun 15, 2015","Bid Protest: Reconsideration","Brent Burris"
2098,"Northstar Location Services LLC","Department of Education",ED-FSA-13-R-0010,Denied,http://gao.gov/docket/B-409722.10,"Jan 30, 2015","May 11, 2015","May 8, 2015","Bid Protest","Susan K. McAuliffe"
2099,"SGT, Inc.","Department of Transportation : Federal Motor Carrier Safety Administration",DTMC75-14-Q-MCRID-1009,Denied,http://gao.gov/docket/B-411041.2,"Jan 30, 2015","May 11, 2015","Apr 29, 2015","Bid Protest","Mary G. Curcio"
2100,"Walker Development & Trading Group","Department of Justice : Bureau of Prisons",PA005,Dismissed,http://gao.gov/docket/B-410985.3,"Jan 30, 2015","May 11, 2015","Apr 9, 2015","Bid Protest: Reconsideration","Christina Sklarew"
2101,"Diamond Information Systems, LLC","Small Business Administration",SBAHQ-14-Q-0A39,Denied,http://gao.gov/docket/B-410372.3,"Jan 30, 2015","May 11, 2015","Mar 27, 2015","Bid Protest","Lois Hanshaw"
2102,"Metal-Con Integrated Systems","Department of Defense : Defense Logistics Agency",SPE8ED-15-Q-0176;SPE8ED-15-Q-0071,Dismissed,http://gao.gov/docket/B-411087.1,"Jan 30, 2015","May 11, 2015","Feb 24, 2015","Bid Protest","Paul N. Wengert"
2103,"Metal-Con Integrated Systems","Department of Defense : Defense Logistics Agency",SPE8ED-15-Q-0071;SPE8ED-15-Q-0177,Dismissed,http://gao.gov/docket/B-411088.1,"Jan 30, 2015","May 11, 2015","Feb 24, 2015","Bid Protest","Paul N. Wengert"
2104,"Watson Services, Inc.","Department of the Navy : Naval Supply Systems Command","",Dismissed,http://gao.gov/docket/B-411086.1,"Jan 30, 2015","May 11, 2015","Feb 23, 2015","Bid Protest","Lois Hanshaw"
2105,"Global Technical Services, LLC","Department of Defense : Defense Information Systems Agency",HC1028-14-R-0041,Dismissed,http://gao.gov/docket/B-411085.1,"Jan 30, 2015","May 11, 2015","Feb 11, 2015","Bid Protest","Charles W. Morrow"
2106,"Apple Towing Company","Department of Justice : United States Marshals Service",DJM-14-A44-Q-0019,Withdrawn,http://gao.gov/docket/B-411084.1,"Jan 30, 2015","May 11, 2015","Feb 10, 2015","Bid Protest","Peter D. Verchinski"
2107,"Global Marketing Solutions, LLC","Department of Defense : Defense Logistics Agency",SPRDL1-13-R-0171,Dismissed,http://gao.gov/docket/B-411082.1,"Jan 29, 2015","May 11, 2015","Feb 18, 2015","Bid Protest","Robert T. Wu"
2108,"Global Marketing Solutions, LLC","Department of Defense : Defense Logistics Agency",SPRDL1-13-R-0170,Dismissed,http://gao.gov/docket/B-411083.1,"Jan 29, 2015","May 11, 2015","Feb 18, 2015","Bid Protest","Robert T. Wu"
2109,"System Studies & Simulation, Inc.","Department of the Army",W911S0-13-R-0003,Denied,http://gao.gov/docket/B-409375.5,"Jan 28, 2015","May 8, 2015","May 8, 2015","Bid Protest: Cost","Scott H. Riback"
2110,"Regency Inn & Suites","Department of Homeland Security : United States Coast Guard",HSCG23-15-Q-P5L001,Denied,http://gao.gov/docket/B-411066.2,"Jan 28, 2015","May 8, 2015","May 8, 2015","Bid Protest","Young S. Lee"
2111,"Commonwealth Support Services, LLC-II JV","General Services Administration : Public Buildings Service",GS-04P-14-EW-D-0135,Withdrawn,http://gao.gov/docket/B-411081.1,"Jan 28, 2015","May 8, 2015","Apr 7, 2015","Bid Protest","Katherine I. Riback"
2112,"McKean Defense Group, Inc.","Department of the Navy : Naval Sea Systems Command",N00024-13-R-3114,Withdrawn,http://gao.gov/docket/B-411080.1,"Jan 28, 2015","May 8, 2015","Mar 17, 2015","Bid Protest","K. Nicole Willems"
2113,"SSI Technology, Inc.","Department of Defense : Defense Logistics Agency",SPE4A6-14-T-LK61,Dismissed,http://gao.gov/docket/B-411079.1,"Jan 28, 2015","May 8, 2015","Mar 4, 2015","Bid Protest","Mary G. Curcio"
2114,"Bob Szekely","Department of the Air Force",FA2543-14-R-0006,Dismissed,http://gao.gov/docket/B-411078.1,"Jan 28, 2015","May 8, 2015","Jan 30, 2015","Bid Protest","Evan D. Wesser"
2115,"Walker Development & Trading Group","Department of Justice : Bureau of Prisons",PA005,Dismissed,http://gao.gov/docket/B-410985.2,"Jan 28, 2015","May 8, 2015","Jan 30, 2015","Bid Protest: Reconsideration","Christina Sklarew"
2116,"Toeroek Associates Inc.","Environmental Protection Agency",SOL-DC-13-00031,Dismissed,http://gao.gov/docket/B-411048.2,"Jan 28, 2015","May 8, 2015","Jan 29, 2015","Bid Protest","Robert T. Wu"
2117,"Precise Management, LLC","Department of Veterans Affairs",VA247-14-Q-1719,Denied,http://gao.gov/docket/B-410912.2,"Jan 27, 2015","May 7, 2015","Jun 30, 2015","Bid Protest: Reconsideration","Stephanie B. Magnell"
2118,"Innovative Peening Systems","Department of Defense : Defense Logistics Agency",SPM4A8-14-Q-0010,Dismissed,http://gao.gov/docket/B-410744.2,"Jan 27, 2015","May 7, 2015","Mar 3, 2015","Bid Protest","Glenn G. Wolcott"
2119,"Minot Group, Inc.","Department of the Air Force",FA3047-15-B-0001,Dismissed,http://gao.gov/docket/B-411077.1,"Jan 27, 2015","May 7, 2015","Feb 25, 2015","Bid Protest","Peter D. Verchinski"
2120,"Joint Logistics Managers, Inc.","Department of Defense : United States Marine Corps",M67004-14-R-0036,Denied,http://gao.gov/docket/B-410465.2,"Jan 26, 2015","May 6, 2015","May 5, 2015","Bid Protest","Robert T. Wu"
2121,"Oxford Development Company","Department of Veterans Affairs",VA-101-10-RP-0105,Dismissed,http://gao.gov/docket/B-411075.1,"Jan 26, 2015","May 6, 2015","Apr 29, 2015","Bid Protest","Eric M. Ransom"
2122,"TMG Services, Inc.","Department of the Army : Corps of Engineers",W912QR-14-R-0007,Denied,http://gao.gov/docket/B-410929.2,"Jan 26, 2015","May 6, 2015","Mar 25, 2015","Bid Protest","Frank Maguire"
2123,"Latvian Connection, LLC","Department of the Army : U.S. Army Materiel Command","",Dismissed,http://gao.gov/docket/B-411072.1,"Jan 26, 2015","May 6, 2015","Mar 23, 2015","Bid Protest","Frank Maguire"
2124,"Volunteers of America Greater New Orleans, Inc.","Department of Justice : Bureau of Prisons",RFP-200-1244-WS,Dismissed,http://gao.gov/docket/B-411074.1,"Jan 26, 2015","May 6, 2015","Feb 26, 2015","Bid Protest","Louis A. Chiarella"
2125,"Arctic Slope Mission Services, LLC","Department of Justice",DJJ-14-JAFMS-R-0002,Dismissed,http://gao.gov/docket/B-410992.3,"Jan 26, 2015","May 6, 2015","Feb 19, 2015","Bid Protest","Cherie J. Owen"
2126,"SGI Global, LLC","Department of Justice",DJJ-14-JAFMS-R-0002,Dismissed,http://gao.gov/docket/B-410992.4,"Jan 26, 2015","May 6, 2015","Feb 19, 2015","Bid Protest","Cherie J. Owen"
2127,"Kros-Wise, Inc.","Department of the Navy : Naval Sea Systems Command",N00024-15-R-3020,Dismissed,http://gao.gov/docket/B-411076.1,"Jan 26, 2015","May 6, 2015","Feb 4, 2015","Bid Protest","Louis A. Chiarella"
2128,"GaN Corporation","Department of the Army : U.S. Army Materiel Command",W31P4Q-13-T-0051,Dismissed,http://gao.gov/docket/B-410641.3,"Jan 26, 2015","May 6, 2015","Feb 2, 2015","Bid Protest: Entitlement","Katherine I. Riback"
2129,"Department of Veterans Affairs","Department of Veterans Affairs",VA260-14-B-0412,Withdrawn,http://gao.gov/docket/B-410603.2,"Jan 23, 2015","May 4, 2015","Sep 21, 2015","Bid Protest: Reconsideration","Paula J. Haurilesko"
2130,"ACC Construction-McKnight Joint Venture, LLC","Department of the Army : Corps of Engineers",W912QR-14-R-0022,Denied,http://gao.gov/docket/B-411073.1,"Jan 23, 2015","May 4, 2015","May 1, 2015","Bid Protest","Matthew T. Crosby"
2131,"Cyberdata Technologies, Inc.","General Services Administration",9433454,Denied,http://gao.gov/docket/B-411070.1,"Jan 23, 2015","May 4, 2015","May 1, 2015","Bid Protest","Katherine I. Riback"
2132,"SupplyCore Inc","Department of Defense : Defense Logistics Agency",SPM7LX-14-R-0029,Denied,http://gao.gov/docket/B-409418.5,"Jan 23, 2015","May 4, 2015","Apr 16, 2015","Bid Protest","Young S. Lee"
2133,"Mission Essential Personnel, LLC","Department of the Army",W911W4-13-R-0005,Denied,http://gao.gov/docket/B-410431.10,"Jan 23, 2015","May 4, 2015","Mar 18, 2015","Bid Protest","Jennifer D. Westfall-McGrail"
2134,"Midwest Tube Fabricators, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-15-T-1189,Dismissed,http://gao.gov/docket/B-411067.1,"Jan 23, 2015","May 4, 2015","Feb 23, 2015","Bid Protest","Charles W. Morrow"
2135,"NW OfficeSpace & Design, Inc.","Department of the Army",691531-2,Dismissed,http://gao.gov/docket/B-411069.1,"Jan 23, 2015","May 4, 2015","Feb 9, 2015","Bid Protest","Nora K. Adkins"
2136,"Benefit Services Unlimited, Inc.","Pension Benefit Guaranty Corporation",PBGC01-RP-15-0004,Withdrawn,http://gao.gov/docket/B-411071.1,"Jan 23, 2015","May 4, 2015","Jan 26, 2015","Bid Protest","Tania Calhoun"
2137,"Blue Force Gear, Inc.","Department of Defense : Defense Logistics Agency",SPE7LX-14-R-0030,Dismissed,http://gao.gov/docket/B-410637.2,"Jan 22, 2015","May 4, 2015","May 4, 2015","Bid Protest: Reconsideration","Scott H. Riback"
2138,"Blue Force Gear, Inc.","Department of Defense : Defense Logistics Agency",SPE7LX-14-R-0030;SPE7L4-14-R-0244,Dismissed,http://gao.gov/docket/B-410879.2,"Jan 22, 2015","May 4, 2015","May 4, 2015","Bid Protest: Reconsideration","Scott H. Riback"
2139,"Booz Allen Hamilton Engineering Services, LLC","Department of the Army : U.S. Army Materiel Command",R2-3G-0764,Denied,http://gao.gov/docket/B-411065.1,"Jan 22, 2015","May 4, 2015","May 1, 2015","Bid Protest","Pedro E. Briones"
2140,"Core Systems","Department of the Navy : Space and Naval Warfare Systems Command",N66001-15-T-7320,Denied,http://gao.gov/docket/B-411060.1,"Jan 22, 2015","May 4, 2015","Apr 30, 2015","Bid Protest","Brent Burris"
2141,"URS Federal Services, Inc.","Department of the Army : U.S. Army Materiel Command",W52P1J-13-R-0161,Denied,http://gao.gov/docket/B-411024.4,"Jan 22, 2015","May 4, 2015","Apr 30, 2015","Bid Protest","Kenneth Kilgour"
2142,"Astronics-DME Corporation","Department of the Navy : Naval Air Systems Command",N68335-13-R-0028,Withdrawn,http://gao.gov/docket/B-410953.2,"Jan 22, 2015","May 4, 2015","Mar 24, 2015","Bid Protest","Mary G. Curcio"
2143,"The Penna Group, LLC","Department of the Army",W9124J-14-R-0018,Dismissed,http://gao.gov/docket/B-411064.1,"Jan 22, 2015","May 4, 2015","Mar 12, 2015","Bid Protest","Noah B. Bleicher"
2144,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-14-T-4240,Withdrawn,http://gao.gov/docket/B-411059.1,"Jan 22, 2015","May 4, 2015","Mar 2, 2015","Bid Protest","Stephanie B. Magnell"
2145,"Honeywell Technology Solutions, Inc.","Department of the Army : U.S. Army Materiel Command",W52P1J-13-R-0161,Dismissed,http://gao.gov/docket/B-411024.3,"Jan 22, 2015","May 4, 2015","Feb 19, 2015","Bid Protest","Kenneth Kilgour"
2146,"Euro Cafe Corporation","Smithsonian Institution",M-14000052-000A,Dismissed,http://gao.gov/docket/B-411061.1,"Jan 22, 2015","May 4, 2015","Feb 12, 2015","Bid Protest","Paul N. Wengert"
2147,"DeTect Meteorological Systems Group","Department of Energy","",Dismissed,http://gao.gov/docket/B-411063.1,"Jan 22, 2015","May 4, 2015","Feb 11, 2015","Bid Protest","Susan K. McAuliffe"
2148,"Guildline Instruments, Inc.","Department of the Air Force",FA2263-14-Q-0002,Dismissed,http://gao.gov/docket/B-409924.3,"Jan 21, 2015","May 1, 2015","May 14, 2015","Bid Protest: Reconsideration","Jennifer D. Westfall-McGrail"
2149,"Unified Business Technologies, Inc.","Department of the Army : U.S. Army Materiel Command",W56HZV-14-R-0030,Denied,http://gao.gov/docket/B-411056.1,"Jan 21, 2015","May 1, 2015","May 1, 2015","Bid Protest","Matthew T. Crosby"
2150,Graybar,"Department of Defense : Defense Logistics Agency",SPM8E3-14-R-0009,Withdrawn,http://gao.gov/docket/B-411057.1,"Jan 21, 2015","May 1, 2015","Apr 16, 2015","Bid Protest","Charles W. Morrow"
2151,"Karcher North America","Department of Defense : Defense Logistics Agency",SPE4A6-14-R-1125,Dismissed,http://gao.gov/docket/B-409821.2,"Jan 21, 2015","May 1, 2015","Mar 3, 2015","Bid Protest","Lois Hanshaw"
2152,"SABIC Innovative Plastics-US, LLC","Government Publishing Office",GPO-2732-1,Withdrawn,http://gao.gov/docket/B-411058.1,"Jan 21, 2015","May 1, 2015","Feb 18, 2015","Bid Protest","Scott H. Riback"
2153,"Nav-Aids Ltd.","Department of Defense : Defense Logistics Agency",SPE4A6-15-T-G642,Withdrawn,http://gao.gov/docket/B-411055.1,"Jan 21, 2015","May 1, 2015","Feb 4, 2015","Bid Protest","Louis A. Chiarella"
2154,ImerNet,"Department of Labor",RFQ950279,Dismissed,http://gao.gov/docket/B-411051.1,"Jan 21, 2015","May 1, 2015","Jan 30, 2015","Bid Protest","Robert T. Wu"
2155,"Kforce Government Solutions, Inc.","Department of Defense : Defense Threat Reduction Agency",HDTRA1-14-R-0014,Dismissed,http://gao.gov/docket/B-411054.1,"Jan 21, 2015","May 1, 2015","Jan 29, 2015","Bid Protest","Evan D. Wesser"
2156,"Applied Research in Acoustics, LLC","Department of the Navy : Naval Sea Systems Command",DOD-SBIR-2014-1,Withdrawn,http://gao.gov/docket/B-411053.1,"Jan 21, 2015","May 1, 2015","Jan 28, 2015","Bid Protest","Nora K. Adkins"
2157,"Erickson Helicopters, Inc.","Department of the Army",W912D0-14-R-0002,Denied,http://gao.gov/docket/B-410787.4,"Jan 20, 2015","Apr 30, 2015","Sep 4, 2015","Bid Protest: Entitlement","Cherie J. Owen"
2158,"Al-Razaq Computing Services","National Aeronautics and Space Administration",NNA14408214R,Dismissed,http://gao.gov/docket/B-410491.3,"Jan 20, 2015","Apr 30, 2015","Aug 14, 2015","Bid Protest: Reconsideration","Jared D. Minsk"
2159,"L-3 National Security Solutions, Inc.","Department of the Air Force",H92222-14-R-0013,Sustained,http://gao.gov/docket/B-411045.1,"Jan 20, 2015","Apr 30, 2015","Apr 30, 2015","Bid Protest","Louis A. Chiarella"
2160,"Strategic Resources, Inc.","Department of the Army : U.S. Army Materiel Command",W52P1J-13-R-0161,Denied,http://gao.gov/docket/B-411024.2,"Jan 20, 2015","Apr 30, 2015","Apr 29, 2015","Bid Protest","Kenneth Kilgour"
2161,"SGT, Inc.","Department of Transportation : Federal Motor Carrier Safety Administration",DTMC75-14-Q-MCRID-1009,Denied,http://gao.gov/docket/B-411041.1,"Jan 20, 2015","Apr 30, 2015","Apr 29, 2015","Bid Protest","Mary G. Curcio"
2162,"Arbeit LLC","Department of the Army : U.S. Army Materiel Command",W56HZV-14-R-0031,Denied,http://gao.gov/docket/B-411049.1,"Jan 20, 2015","Apr 30, 2015","Apr 27, 2015","Bid Protest","Evan D. Wesser"
2163,"Phoenix Environmental Design, Inc.","Department of Veterans Affairs",VA786-15-Q-0066,Denied,http://gao.gov/docket/B-411044.1,"Jan 20, 2015","Apr 30, 2015","Apr 27, 2015","Bid Protest","Peter D. Verchinski"
2164,"Future Research Corporation","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0015,Dismissed,http://gao.gov/docket/B-411052.1,"Jan 20, 2015","Apr 30, 2015","Apr 21, 2015","Bid Protest","Scott H. Riback"
2165,"Global Dynamics, LLC","Department of the Navy : Naval Supply Systems Command",N62645-14-R-0001,Withdrawn,http://gao.gov/docket/B-411050.1,"Jan 20, 2015","Apr 30, 2015","Apr 20, 2015","Bid Protest","Stephanie B. Magnell"
2166,"Tamimi Global Company, Ltd.","Department of the Air Force",FA5702-14-R-0004,Dismissed,http://gao.gov/docket/B-411010.2,"Jan 20, 2015","Apr 30, 2015","Apr 8, 2015","Bid Protest","Robert T. Wu"
2167,"Datapak Services Corporation","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Human Resources Activity",H98210-15-R-0009,Dismissed,http://gao.gov/docket/B-411039.1,"Jan 20, 2015","Apr 30, 2015","Mar 25, 2015","Bid Protest","Robert T. Wu"
2168,"UAG, LLC","Department of the Army : U.S. Army Materiel Command",W56HZV-14-R-0032,Withdrawn,http://gao.gov/docket/B-411038.1,"Jan 20, 2015","Apr 30, 2015","Mar 3, 2015","Bid Protest","Gary R. Allen"
2169,"Metal-Con Integrated Systems","Department of Defense : Defense Logistics Agency",SPE8ED-15-Q-0071,Dismissed,http://gao.gov/docket/B-411046.1,"Jan 20, 2015","Apr 30, 2015","Feb 24, 2015","Bid Protest","Paul N. Wengert"
2170,"Metal-Con Integrated Systems","Department of Defense : Defense Logistics Agency",SPE8ED-15-Q-0071;SPE8ED-15-Q-0052,Dismissed,http://gao.gov/docket/B-411047.1,"Jan 20, 2015","Apr 30, 2015","Feb 24, 2015","Bid Protest","Paul N. Wengert"
2171,"Triple Canopy, Inc.","Department of Justice : United States Marshals Service",DJM-14-A32-R-0006,Dismissed,http://gao.gov/docket/B-410987.2,"Jan 20, 2015","Apr 30, 2015","Feb 18, 2015","Bid Protest","Noah B. Bleicher"
2172,"BSI Incorporated Company","Department of the Army",W91QVN-14-R-0152,Dismissed,http://gao.gov/docket/B-411036.1,"Jan 20, 2015","Apr 30, 2015","Feb 13, 2015","Bid Protest","Lois Hanshaw"
2173,"Jersey Environmental Solutions","Department of the Air Force",FA4484-14-R-0004,Dismissed,http://gao.gov/docket/B-409798.2,"Jan 20, 2015","Apr 30, 2015","Feb 11, 2015","Bid Protest","Young S. Lee"
2174,"Dynamic Business Services, Inc.","Department of Labor",873458,Dismissed,http://gao.gov/docket/B-410183.2,"Jan 20, 2015","Apr 30, 2015","Feb 9, 2015","Bid Protest","K. Nicole Willems"
2175,"SSI Technology, Inc.","Department of Defense : Defense Logistics Agency",SPE4A6-15-T-A554,Dismissed,http://gao.gov/docket/B-411040.1,"Jan 20, 2015","Apr 30, 2015","Feb 5, 2015","Bid Protest","Frank Maguire"
2176,"RRC Consulting Group Inc","Department of the Army : Corps of Engineers","",Withdrawn,http://gao.gov/docket/B-411043.1,"Jan 20, 2015","Apr 30, 2015","Feb 5, 2015","Bid Protest","Heather Weiner"
2177,"Primescape Solutions, Inc","Department of the Treasury : Office of the Comptroller of the Currency",CC14HQQ0036,Dismissed,http://gao.gov/docket/B-409959.3,"Jan 20, 2015","Apr 30, 2015","Feb 5, 2015","Bid Protest","Eric M. Ransom"
